,Image.ID,area_necrosis,area_total_cross_section,convex_hull_area_necrosis,convex_hull_area_total_cross_section,solidity_necrosis,solidity_total_cross_section,perimeter_necrosis,perimeter_total_cross_section,width_necrosis,width_total_cross_section,height_necrosis,height_total_cross_section,longest_path_necrosis,longest_path_total_cross_section,convex_hull_vertices_necrosis,convex_hull_vertices_total_cross_section,ellipse_major_axis_necrosis,ellipse_major_axis_total_cross_section,ellipse_minor_axis_necrosis,ellipse_minor_axis_total_cross_section,ellipse_angle_necrosis,ellipse_angle_total_cross_section,ellipse_eccentricity_necrosis,ellipse_eccentricity_total_cross_section,percent_necrosis,necrotic_area_fraction,necrotic_width_fraction
25,2339229_Root1_image2_1_2021-11-13-04-54-26,NA,142840,NA,144877,NA,0.985939797,NA,1495.969686,NA,443,NA,410,NA,3178,NA,52,NA,451.6585999,NA,401.8439941,NA,118.1601639,NA,0.456531225,NA,NA,NA
26,2339229_Root1_image3_1_2021-11-13-04-54-46,NA,177019,NA,199606,NA,0.886842079,NA,2053.925092,NA,530,NA,539,NA,4424,NA,55,NA,607.8430176,NA,428.3979492,NA,141.6264648,NA,0.709422095,NA,NA,NA
27,2339229_Root2_image1_1_2021-11-13-04-55-09,NA,139141,NA,141031,NA,0.986598691,NA,1472.229572,NA,416,NA,417,NA,3151,NA,65,NA,427.8512268,NA,413.1108398,NA,117.4475021,NA,0.260225507,NA,NA,NA
28,2339229_Root2_image3_1_2021-11-13-04-55-55,NA,116992,NA,117478.5,NA,0.995858817,NA,1300.371707,NA,366,NA,400,NA,2785,NA,61,NA,406.15448,NA,365.3542786,NA,21.77567291,NA,0.436827867,NA,NA,NA
29,2339230_Root1_image1_1_2021-11-13-04-56-38,NA,136836,NA,138142,NA,0.99054596,NA,1423.66817,NA,422,NA,417,NA,2962,NA,53,NA,421.2453003,NA,412.9601746,NA,134.5262756,NA,0.197356303,NA,NA,NA
30,2339230_Root1_image2_1_2021-11-13-04-56-58,NA,155016,NA,157817,NA,0.982251595,NA,1563.065139,NA,485,NA,436,NA,3365,NA,61,NA,463.6722717,NA,425.8425293,NA,82.6663208,NA,0.395623569,NA,NA,NA
31,2339230_Root1_image3_1_2021-11-13-04-57-19,NA,113465,NA,116574.5,NA,0.97332607,NA,1367.141259,NA,400,NA,391,NA,2887,NA,55,NA,389.2232666,NA,374.9056396,NA,134.1803894,NA,0.268732407,NA,NA,NA
32,2339230_Root2_image1_1_2021-11-13-04-57-51,NA,125413,NA,127216.5,NA,0.98582338,NA,1406.472212,NA,405,NA,399,NA,3022,NA,53,NA,423.1269531,NA,376.2634277,NA,131.990387,NA,0.457431688,NA,NA,NA
33,2339230_Root2_image2_1_2021-11-13-04-58-11,NA,229137,NA,234965,NA,0.975196306,NA,1953.148399,NA,542,NA,541,NA,4074,NA,57,NA,546.7491455,NA,533.2744751,NA,19.52070236,NA,0.220641697,NA,NA,NA
34,2339230_Root2_image3_1_2021-11-13-04-58-28,15956,226494,23477,229874.5,0.679643907,0.98529415,1069.65389,1902.403232,165,522,197,553,1377,3885,24,54,182.0973053,574.3240356,143.2572479,501.1425171,167.2041626,37.47615814,0.61732641,0.488474808,7.044778228,0.10365396,0.317063703
35,2339230_Root3_image2_1_2021-11-13-04-59-09,NA,141349,NA,146401.5,NA,0.965488742,NA,1547.182889,NA,451,NA,437,NA,3142,NA,63,NA,433.0803833,NA,420.7509155,NA,159.1846313,NA,0.236913434,NA,NA,NA
36,2339230_Root4_image2_1_2021-11-13-05-00-25,NA,115978,NA,118493.5,NA,0.978770987,NA,1355.969686,NA,394,NA,408,NA,2835,NA,51,NA,432.4302063,NA,342.5672913,NA,42.92113495,NA,0.610273312,NA,NA,NA
37,2339276_Root1_image1_1_2021-11-14-09-56-52,146140,1701492,1208737.5,2567428,0.120903008,0.662722382,15632.64168,14431.68416,1872,2300,1313,1644,13486,17650,23,42,9884.175781,2195.249756,4456.884766,1510.668579,0,111.1403732,0.892568856,0.725565228,8.588932537,0.71039858,4.502529042
38,2339276_Root1_image2_1_2021-11-14-09-57-10,24339,1019290,229397,1096707,0.106099905,0.929409587,4381.769294,5289.781203,1182,1331,524,1121,8410,9317,19,66,1167.509033,1311.130493,342.3247986,1014.665527,106.2371902,110.4400558,0.956048199,0.633324929,2.387838594,0.225055676,0.890459828
39,2339276_Root1_image3_1_2021-11-14-09-57-40,27979,1109916,113939.5,1285535,0.245560144,0.863388395,2899.718207,6483.636104,724,1414,263,1159,5071,9869,25,69,645.8615112,1430.812622,238.9656677,1068.929688,76.00898743,91.85124207,0.92903366,0.664735556,2.520821395,0.102655967,0.451394894
40,2339276_Root2_image1_1_2021-11-14-09-58-11,60883,1289910,297550.5,1539075,0.204614007,0.838107305,4129.522235,9237.980461,612,1373,877,1529,6052,10804,25,58,875.8327637,1402.817017,418.421051,1220.372803,26.48102951,20.88070488,0.878500838,0.493149822,4.719941701,0.230675396,0.624338565
41,2339276_Root2_image2_1_2021-11-14-09-58-42,107289,1553830,1034011,2440168,0.103760018,0.63677173,10448.18562,19371.77941,1498,2424,981,1472,10981,18800,31,39,1637.608398,2489.295166,901.3377686,1142.713379,114.2503281,109.6896133,0.834901858,0.888409928,6.904809406,0.665459542,0.657860273
42,2339276_Root2_image3_1_2021-11-14-09-59-10,11542,677934,81961.5,748524.5,0.140822215,0.905693802,2639.750062,4998.578105,569,1036,649,907,5466,7036,17,54,804.3408813,1025.988525,126.4284286,845.3967896,139.7585754,105.3367081,0.98756955,0.566614966,1.702525615,0.120898937,0.783966742
43,2339276_Root3_image1_1_2021-11-14-09-59-37,165290,1388597,559796.5,1506402,0.295268013,0.921797103,13433.06743,7577.466619,1058,1371,687,1367,7702,10801,28,62,965.3259888,1388.745361,625.9059448,1281.453125,108.9557953,146.6381989,0.761309917,0.38541916,11.90338161,0.403138204,0.695106544
44,2339276_Root3_image2_1_2021-11-14-09-59-56,79967,1510682,1637878,2244101,0.048823539,0.673179148,13788.29329,13081.40401,2254,2291,1541,1728,16936,19235,26,53,5569.71582,2432.766846,1867.30249,1191.820679,0,118.4709702,0.942125674,0.871776742,5.293437004,1.084197733,2.289457303
45,2339276_Root3_image3_1_2021-11-14-10-00-13,98262,1678633,1675127.5,2448572,0.058659415,0.685555908,11678.61778,15936.98569,2133,2457,1155,1418,14817,17782,32,46,2000.703003,2397.575439,1287.720947,1213.877197,103.8677292,102.5758133,0.765333242,0.862361148,5.853691665,0.997911694,0.83446926
46,2339276_Root4_image1_1_2021-11-14-10-00-37,144715,1307740,1246975.5,2058868.5,0.116052801,0.635174126,19199.3415,15041.96606,1969,2105,1487,1647,16616,16685,24,27,1765.5,2324.243652,752.7439575,1018.694092,124.5894623,118.1856689,0.904552128,0.898833338,11.06603759,0.953534724,0.759601945
47,2339276_Root4_image2_1_2021-11-14-10-00-54,319772,1614726,1415378.5,2226916,0.225926846,0.725095154,16808.56432,13830.23839,1999,2338,1124,1455,14518,17662,30,46,1842.360962,2358.279785,1028.036255,1160.405762,108.7450867,114.1281052,0.829841373,0.870563539,19.80348369,0.87654407,0.781230867
48,2339276_Root4_image3_1_2021-11-14-10-01-13,5084,968977,5866,1060914.5,0.866689397,0.913341273,420.7939372,6067.001547,43,1218,182,1161,1183,8461,16,53,186.6867523,1213.937134,37.51298904,1034.855347,175.8311615,120.3632889,0.979603382,0.522762232,0.524677056,0.006053807,0.153786178
49,2339278_Root1_image1_1_2021-11-14-10-01-53,80942,1560467,782499.5,1646508,0.103440322,0.947743345,10669.01321,6962.665541,1108,1390,1130,1513,8340,10655,19,61,1172.236328,1472.717285,872.6574707,1336.681885,162.9887543,5.92118597,0.6676914,0.419771849,5.187036958,0.501452129,0.795968337
50,2339278_Root1_image2_1_2021-11-14-10-02-19,173135,1891613,1444276,2568471.5,0.119876672,0.736474203,14777.38694,10293.91862,2088,2416,1125,1525,13543,16697,25,28,2104.664063,2274.205322,1242.114136,1382.594482,64.93695831,87.69067383,0.807277413,0.793978223,9.152770678,0.763515582,0.925450328
51,2339278_Root1_image3_1_2021-11-14-10-02-45,53769,2206885,1156196,2315952,0.046505091,0.952906191,8947.251902,8174.745837,1175,1594,1538,1798,9576,12554,17,69,1415.232788,1781.559082,1076.393311,1573.733643,8.216195107,32.98022461,0.649247903,0.468720914,2.436420566,0.523904055,0.794378813
52,2339278_Root2_image1_1_2021-11-14-10-03-13,130782,1155238,769993.5,1550404.5,0.169848187,0.745120386,15137.11488,8753.54395,1664,2070,807,1019,10885,14978,20,37,1759.148926,1981.754517,702.7418213,915.1436157,113.9017715,104.2138748,0.916742651,0.886992125,11.32078412,0.666523695,0.88767247
53,2339278_Root2_image2_1_2021-11-14-10-03-32,105152,1622507,629678.5,2518988.5,0.166993156,0.644110523,9434.634014,11506.23859,1763,2496,851,1562,13160,17423,30,40,1684.897949,2314.585205,441.0955505,1306.733398,111.7632599,116.8884659,0.965123876,0.82538873,6.480834905,0.388089851,0.72794812
54,2339278_Root2_image3_1_2021-11-14-10-03-49,31804,878975,358051.5,1007410,0.088825211,0.872509703,4600.356167,6821.414884,897,1083,783,1155,6164,8488,12,80,2030.62146,1125.84729,634.0883179,1019.521118,87.08511353,163.8981018,0.949995634,0.424220394,3.618305413,0.407351176,1.803638449
55,2339278_Root3_image1_1_2021-11-14-10-04-11,65829,1295258,627214,1859246.5,0.104954609,0.69665749,7818.94476,13527.50081,1736,2188,616,1233,10998,15278,12,49,3121.519287,2113.222168,1171.10144,1150.998535,70.58326721,104.6218719,0.926955888,0.838653588,5.082307926,0.484238661,1.4771373
56,2339278_Root3_image2_1_2021-11-14-10-04-29,141004,1374329,696190,1405488.5,0.202536664,0.977830128,11879.95064,5183.129401,1086,1324,1134,1363,7733,9671,18,74,1023.172668,1371.855103,738.8568726,1271.669067,35.54439545,28.70258331,0.691764317,0.37513449,10.25984317,0.506567205,0.745831441
57,2339278_Root3_image3_1_2021-11-14-10-04-52,122145,1459074,1245088,2217332,0.0981015,0.658031364,16993.96494,14128.89029,2203,2564,860,1219,14810,17342,25,52,2196.087646,2520.714844,830.5631714,1120.738037,93.22805023,89.91981506,0.925723386,0.895723666,8.371405426,0.853341229,0.871216215
58,2339278_Root4_image1_1_2021-11-14-10-05-22,16227,810557,88675.5,826444,0.182993048,0.980776677,2559.839598,3904.120173,410,1048,405,1009,2349,7459,21,61,11810.2832,1041.947021,1216.42981,989.069519,0,107.1613922,0.994681613,0.314518763,2.001956679,0.109400696,11.33482121
59,2339278_Root4_image2_1_2021-11-14-10-05-40,31987,1100029,215503.5,1115636,0.148429144,0.98601067,3779.238705,4394.612595,588,1215,549,1164,4240,8647,24,74,854.9786377,1222.582397,533.1398315,1139.772583,15.53257275,72.83213806,0.781766771,0.361772329,2.90783243,0.195907108,0.699321894
60,2339278_Root4_image3_1_2021-11-14-10-06-00,3015,673479,3582,683657,0.841708543,0.985112417,331.462984,3283.336341,78,934,121,927,1022,6306,20,75,133.7818298,954.1824951,30.30197716,896.9126587,151.5282898,136.7568512,0.974010483,0.341228972,0.447675429,0.005318651,0.140205705
61,2339278_Root5_image1_1_2021-11-14-10-06-24,NA,678835,NA,693896.5,NA,0.978294313,NA,3424.97595,NA,936,NA,931,NA,6817,NA,61,NA,941.5917969,NA,917.182312,NA,53.28154755,NA,0.226219453,NA,NA,NA
62,2339278_Root5_image2_1_2021-11-14-10-06-47,NA,688634,NA,708884.5,NA,0.971433287,NA,3903.769887,NA,944,NA,964,NA,6814,NA,64,NA,956.6977539,NA,905.5609131,NA,17.4538517,NA,0.322561251,NA,NA,NA
63,2339278_Root5_image3_1_2021-11-14-10-07-14,6703,640552,44002,651596.5,0.152333985,0.983050093,1567.623461,3258.691679,193,928,531,918,3693,6408,13,63,789.7825317,915.0612793,475.116272,891.8564453,64.54940033,110.7243652,0.798813611,0.223773288,1.046441194,0.068693877,0.863092505
64,2339279_Root1_image1_1_2021-11-14-10-07-41,171501,1540684,1158913.5,1798888.5,0.147984297,0.856464422,13274.23255,8776.867763,1322,1612,1278,1512,9275,11337,26,54,1729.683472,1552.580688,996.3040771,1389.955322,93.50634766,43.08330536,0.817447086,0.445554523,11.13148446,0.752207137,1.114069938
65,2339279_Root1_image2_1_2021-11-14-10-07-59,170401,1666582,1148086,2329016,0.148421808,0.715573444,10723.7194,12333.12427,1596,2250,1461,1648,12281,17731,26,62,1580.696899,2492.663086,913.0804443,1292.290649,0,67.17069244,0.816288639,0.85511537,10.22457941,0.688886595,0.634139811
66,2339279_Root1_image3_1_2021-11-14-10-08-19,72379,1456784,407148,1487182.5,0.177770737,0.979559671,5229.308934,5117.489792,887,1418,815,1364,7603,10900,24,68,997.4379272,1462.896851,486.352356,1272.269043,43.92288208,56.48084641,0.873066237,0.493595575,4.968409867,0.279484124,0.681823826
67,2339279_Root2_image1_1_2021-11-14-10-08-45,13611,925289,43723.5,977698.5,0.311297129,0.946395029,2033.955162,5499.788344,594,1151,527,1140,5566,8627,22,56,729.8831787,1172.102905,72.86354065,991.1914673,130.3433838,44.2169342,0.995004604,0.53373426,1.470999871,0.047253885,0.622712541
68,2339279_Root2_image2_1_2021-11-14-10-09-04,40174,1107308,355625.5,1132106,0.112967152,0.978095691,5621.592882,4681.458267,600,1163,983,1261,6994,8970,24,67,997.390564,1256.145142,400.9197693,1121.631348,23.46948242,19.80321884,0.915653417,0.450224477,3.628078186,0.321162224,0.794009013
69,2339279_Root2_image3_1_2021-11-14-10-09-23,4913,626769,8466.5,646734.5,0.580287014,0.969128754,467.1025932,3488.449039,86,900,165,904,1017,6767,14,60,142.4383392,927.543457,109.1442337,860.232605,159.9744415,40.57474899,0.642535388,0.373994174,0.783861359,0.013508166,0.153565138
70,2339279_Root3_image1_1_2021-11-14-10-09-45,54315,1479726,296963,1619691,0.182901574,0.913585369,4194.330133,8647.990566,884,1472,852,1509,7520,10750,21,50,1008.231445,1581.696899,609.8441162,1200.276367,37.79171371,33.97121048,0.796327877,0.651261263,3.670611992,0.20068783,0.637436569
71,2339279_Root3_image2_1_2021-11-14-10-09-59,105889,2460751,909152.5,2534716,0.116470009,0.970819216,13281.43708,7813.179383,1154,1788,1259,1864,8649,13202,18,61,1150.182007,1841.421631,883.6164551,1705.586548,141.2580414,23.25466919,0.640161277,0.376950072,4.303117219,0.369461396,0.624616322
72,2339279_Root3_image3_1_2021-11-14-10-10-24,2273,1312410,2567.5,1349028.5,0.885296981,0.972855651,221.4802289,5117.573053,56,1309,76,1309,463,9646,12,61,71.70987701,1341.770264,51.03639603,1243.566406,8.214664459,47.32463074,0.702476797,0.375530023,0.173192828,0.001956325,0.053444229
73,2339280_Root1_image1_1_2021-11-14-10-10-55,60611,778536,267304,929360.5,0.226749319,0.837711523,4698.881574,6922.079755,389,1103,930,1139,5378,8322,23,59,930.8399658,1118.331787,364.837738,978.6702881,178.7243042,11.65994358,0.919988803,0.483912801,7.785253347,0.343341862,0.832346873
74,2339280_Root1_image2_1_2021-11-14-10-11-23,110684,1267653,872953,1446672,0.126792622,0.876254604,8597.282089,6359.324483,1015,1321,1209,1386,8739,10000,28,84,1355.171021,1373.74231,936.960144,1274.185059,166.5868073,34.98204041,0.722475774,0.373752588,8.731411514,0.68863719,0.986481243
75,2339280_Root1_image3_1_2021-11-14-10-11-39,199469,1113288,565102,1124626.5,0.352978754,0.989917986,8814.358398,4445.531422,901,1220,981,1151,6859,8975,25,90,954.321228,1213.850342,719.3546143,1157.934082,146.3367615,80.58274841,0.657119218,0.300013998,17.9171068,0.507597315,0.786193483
76,2339280_Root2_image1_1_2021-11-14-10-12-08,17432,1085797,332377,2124610.5,0.052446469,0.511056968,4831.878382,12054.63796,1463,2575,587,1377,10237,18731,19,46,1494.370483,2646.998779,424.4812927,1088.418823,76.61903381,77.24682617,0.958808407,0.911549764,1.605456637,0.30611339,0.564552766
77,2339280_Root2_image2_1_2021-11-14-10-12-28,56783,2050609,233796,2091142.5,0.24287413,0.980616577,4290.092896,6157.577228,493,1639,673,1596,4295,11972,30,78,681.4561157,1661.728882,537.8116455,1566.047729,127.25811,51.15242004,0.614124054,0.334429643,2.76907982,0.114012959,0.410088627
78,2339280_Root2_image3_1_2021-11-14-10-12-56,2324,868682,3244,876398,0.716399507,0.991195781,313.521859,3660.179048,109,1031,68,1045,843,7278,13,77,116.5033188,1060.285889,33.94877625,1041.148682,117.2937698,14.35629272,0.956602057,0.189136014,0.267531732,0.003734393,0.109879156
79,2339280_Root3_image1_1_2021-11-14-10-13-23,104521,1314436,691595,1329963.5,0.151130358,0.988324868,7224.098632,4765.129401,1135,1530,793,1125,7348,10684,24,85,1255.834473,1508.015259,972.213562,1108.412476,139.6316833,97.86136627,0.632993132,0.678051824,7.951775514,0.526153422,0.832773054
80,2339280_Root3_image2_1_2021-11-14-10-13-42,121544,1326044,577030.5,1349733,0.210637046,0.982449121,11216.07353,4923.815693,1152,1449,679,1191,6401,10250,24,77,1043.399902,1449.057739,573.1942749,1167.258789,97.99248505,107.5221024,0.835590752,0.592555641,9.16591003,0.43515185,0.720054056
81,2339280_Root3_image3_1_2021-11-14-10-14-09,53335,1137772,502720,1189679,0.106092855,0.956368903,6817.443862,5285.160927,1144,1289,588,1162,6854,9510,21,82,1873.591553,1302.924927,1189.993042,1113.338135,16.06365585,73.70445251,0.77239699,0.519465553,4.687670289,0.441845994,1.437988877
82,2339280_Root4_image1_1_2021-11-14-10-14-43,130012,1298212,577536,1336316.5,0.225114971,0.971485423,9198.875964,5479.680698,777,1373,980,1217,7305,9487,23,67,1010.56488,1382.87854,692.68573,1194.405762,18.18826485,91.12409973,0.728125259,0.503989448,10.01469714,0.444870329,0.730769081
83,2339280_Root4_image2_1_2021-11-14-10-15-02,207340,1606263,884308.5,1699938,0.234465687,0.944895049,14755.31117,7773.297134,1082,1521,1157,1410,9008,10435,26,67,1098.930298,1489.816528,845.1963501,1352.180298,160.7301483,139.3094788,0.639118542,0.419802858,12.90822238,0.550537801,0.737627941
84,2339280_Root4_image3_1_2021-11-14-10-15-18,489087,1649444,1292625.5,1668366,0.37836713,0.988658364,21476.40214,5187.930479,1407,1511,1333,1458,9850,10812,31,76,1210.297852,1479.889893,1044.523315,1425.50354,41.84306335,59.70833588,0.505152725,0.26860744,29.65162806,0.783673468,0.817829663
85,2339282_Root2_image1_1_2021-11-14-09-28-04,NA,113414,NA,114181,NA,0.993282595,NA,1285.58491,NA,400,NA,362,NA,2970,NA,65,NA,405.5186157,NA,355.1295166,NA,104.5155945,NA,0.482780147,NA,NA,NA
86,2339282_Root2_image2_1_2021-11-14-09-28-23,NA,135213,NA,136018.5,NA,0.994078011,NA,1402.396092,NA,422,NA,412,NA,3200,NA,58,NA,450.7134705,NA,380.515686,NA,128.8067322,NA,0.535946635,NA,NA,NA
87,2339283_Root1_image1_1_2021-11-14-09-30-43,NA,164314,NA,166204,NA,0.988628433,NA,1551.959581,NA,493,NA,448,NA,3508,NA,68,NA,489.3930969,NA,429.7007751,NA,69.27468109,NA,0.478609519,NA,NA,NA
88,2339283_Root1_image2_1_2021-11-14-09-31-15,NA,116273,NA,116787.5,NA,0.995594563,NA,1293.401145,NA,381,NA,376,NA,2769,NA,60,NA,399.4115601,NA,368.9770203,NA,54.39389801,NA,0.382871633,NA,NA,NA
89,2339283_Root1_image3_1_2021-11-14-09-31-37,NA,111498,NA,112480.5,NA,0.991265153,NA,1275.3839,NA,386,NA,374,NA,2835,NA,60,NA,402.229187,NA,352.87854,NA,129.8781433,NA,0.47992934,NA,NA,NA
90,2339284_Root1_image2_1_2021-11-14-09-35-17,NA,168557,NA,169954,NA,0.991780129,NA,1579.006264,NA,492,NA,444,NA,3443,NA,68,NA,499.2087708,NA,430.8743896,NA,73.14413452,NA,0.505008068,NA,NA,NA
91,2339284_Root1_image3_1_2021-11-14-09-35-32,NA,134801,NA,135781,NA,0.992782495,NA,1420.555472,NA,438,NA,390,NA,3039,NA,66,NA,446.9767761,NA,384.5555725,NA,104.1755219,NA,0.509707102,NA,NA,NA
92,2339284_Root2_image1_1_2021-11-14-09-36-01,NA,131170,NA,135262,NA,0.969747601,NA,1484.555472,NA,463,NA,393,NA,3244,NA,61,NA,471.0501709,NA,358.3524475,NA,106.8040695,NA,0.649042457,NA,NA,NA
93,2339284_Root2_image2_1_2021-11-14-09-36-17,NA,168347,NA,172690.5,NA,0.974848066,NA,1661.224519,NA,493,NA,469,NA,3502,NA,57,NA,483.5377197,NA,444.7377014,NA,115.1022797,NA,0.392485876,NA,NA,NA
94,2339285_Root1_image2_1_2021-11-14-09-37-32,NA,184697,NA,186314.5,NA,0.991318443,NA,1672.011316,NA,486,NA,468,NA,3763,NA,72,NA,502.2297363,NA,466.773468,NA,121.6777649,NA,0.369068259,NA,NA,NA
95,2339285_Root2_image2_1_2021-11-14-09-38-28,NA,122089,NA,123030.5,NA,0.992347426,NA,1337.46716,NA,402,NA,395,NA,3006,NA,61,NA,402.3821716,NA,385.8369751,NA,57.24329376,NA,0.283805446,NA,NA,NA
