"","Image.ID","area_necrosis","area_total_cross_section","convex_hull_area_necrosis","convex_hull_area_total_cross_section","solidity_necrosis","solidity_total_cross_section","perimeter_necrosis","perimeter_total_cross_section","width_necrosis","width_total_cross_section","height_necrosis","height_total_cross_section","longest_path_necrosis","longest_path_total_cross_section","convex_hull_vertices_necrosis","convex_hull_vertices_total_cross_section","ellipse_major_axis_necrosis","ellipse_major_axis_total_cross_section","ellipse_minor_axis_necrosis","ellipse_minor_axis_total_cross_section","ellipse_angle_necrosis","ellipse_angle_total_cross_section","ellipse_eccentricity_necrosis","ellipse_eccentricity_total_cross_section","percent_necrosis","necrotic_area_fraction","necrotic_width_fraction"
"398","2020_C2_CET_GWAS_Serere_217_4_Root3_image2_1_2021-11-15-09-22-59",NA,200379,NA,234059,NA,0.856104657372714,NA,2899.84479558468,NA,363,NA,800,NA,5867,NA,17,NA,783.918762207031,NA,367.163757324219,NA,1.81561303138733,NA,0.883532608178717,NA,NA,NA
"399","2020_C2_CET_GWAS_Serere_217_4_Root3_image3_1_2021-11-15-09-23-08",NA,195665,NA,229631.5,NA,0.85208257577902,NA,2492.64883744717,NA,391,NA,691,NA,4852,NA,14,NA,700.945861816406,NA,395.133819580078,NA,173.184844970703,NA,0.825969249305336,NA,NA,NA
"400","2020_C2_CET_GWAS_Serere_217_5_Root1_image1_1_2021-11-15-09-23-38",NA,172825,NA,215061,NA,0.803609208550132,NA,2506.89861834049,NA,386,NA,641,NA,4866,NA,23,NA,705.249267578125,NA,384.113128662109,NA,170.057312011719,NA,0.838664261976965,NA,NA,NA
"401","2020_C2_CET_GWAS_Serere_217_5_Root1_image2_1_2021-11-15-09-23-50",NA,114222,NA,116879,NA,0.977267088185217,NA,1350.57271742821,NA,360,NA,422,NA,2945,NA,50,NA,410.004669189453,NA,355.780914306641,NA,167.131042480469,NA,0.497003657391345,NA,NA,NA
"402","2020_C2_CET_GWAS_Serere_217_5_Root1_image3_1_2021-11-15-09-24-00",NA,141550,NA,182400,NA,0.776041666666667,NA,2232.13620662689,NA,397,NA,646,NA,4699,NA,43,NA,616.097412109375,NA,370.209869384766,NA,6.27451229095459,NA,0.799327948867961,NA,NA,NA
"403","2020_C2_CET_GWAS_Serere_217_5_Root2_image1_1_2021-11-15-09-24-15",NA,266804,NA,297016.5,NA,0.898280061882084,NA,3260.98187863827,NA,441,NA,800,NA,5931,NA,16,NA,811.551879882812,NA,452.217163085938,NA,7.3973650932312,NA,0.830361409444474,NA,NA,NA
"404","2020_C2_CET_GWAS_Serere_217_5_Root2_image2_1_2021-11-15-09-24-24",2332,202536,3034.5,229859,0.768495633547537,0.881131476252833,302.124890446663,2694.20518636703,78,343,54,800,544,5861,14,10,74.0485000610352,1001.24780273438,45.0435523986816,315.857727050781,110.676803588867,6.17119312286377,0.793708748570826,0.94893751525564,1.15140024489473,0.014982521625785,0.0739562172908756
"405","2020_C2_CET_GWAS_Serere_217_5_Root2_image3_1_2021-11-15-09-24-33",2299,253114,3006.5,292288,0.764676534175952,0.865974655134662,295.781744599342,2897.27625405788,76,376,54,800,540,5916,14,11,72.5157623291016,915.579284667969,46.1562385559082,409.459655761719,108.267280578613,0.672674000263214,0.771277203951357,0.894427108046908,0.908286384791043,0.0118780470459951,0.079202056603322
"406","2020_C2_CET_GWAS_Serere_217_5_Root3_image1_1_2021-11-15-09-24-46",NA,173885,NA,217411.5,NA,0.799796698886673,NA,2676.26406145096,NA,336,NA,800,NA,5849,NA,14,NA,931.086608886719,NA,324.109039306641,NA,5.61691474914551,NA,0.937458288091369,NA,NA,NA
"407","2020_C2_CET_GWAS_Serere_217_5_Root3_image2_1_2021-11-15-09-24-53",4617,259172,17841.5,291587,0.258778690132556,0.888832492532246,1021.43257915974,2846.43058204651,98,449,266,800,1882,5926,16,12,242.868957519531,808.555725097656,141.545074462891,456.757537841797,160.310836791992,7.15264463424683,0.812612539787248,0.825155639633118,1.78144243976973,0.0688403839920979,0.300373802300637
